sampledate,Site,Depth,Temp_C,DO_perc,DO_mgL,Conductivity,pH,Chlorophyll
2022-08-04,5,0,25.8,104.3,8.47,715,8.87,4.79
2022-08-04,5,0.5,25.8,104.8,8.52,716,8.86,4.82
2022-08-04,5,0.75,25.8,105.1,8.55,716,8.86,6
2022-08-04,5,1,25.7,105.5,8.59,717,8.59,6.73
2022-08-04,5,1.25,25.7,105.5,8.59,717,8.86,7.69
2022-08-04,5,1.5,25.6,105.5,8.63,714,8.91,8.12
2022-08-04,5,1.75,25.5,105.1,8.59,711,8.91,7.84
2022-08-04,5,2,25.5,106.9,9.74,709,8.93,8.56
2022-08-04,5,2.25,25.5,108.3,8.85,709,8.93,8.64
2022-08-04,5,2.5,25.5,107.1,8.76,710,8.92,8.3
2022-08-04,5,2.75,25.5,107.1,8.76,710,8.92,8.47
2022-08-04,6,0,26,203,15.87,676,9.7,2.77
2022-08-04,6,0.5,25.7,140,11.47,680,9.42,2.62
2022-08-04,6,0.75,25,104,8.59,680,9.26,2.95
2022-08-04,6,1,24.7,85.4,7.09,681,9.19,3.17
2022-08-04,6,1.25,24.5,70.6,5.88,682,9.14,2.36
2022-08-04,7,0,26.5,132.4,10.62,697,9.06,2.58
2022-08-04,7,0.5,26.4,128.8,10.36,697,9.04,2.51
2022-08-04,7,0.75,26.1,124.2,10.04,699,9,3.75
2022-08-04,7,1,25.9,120.4,9.78,701,8.97,4.3
2022-08-04,7,1.25,25.3,96.4,7.91,707,8.81,7.23
2022-08-04,8,0,26.6,120.9,9.68,713,8.87,3.8
2022-08-04,8,0.5,26.3,129.8,10.43,712,8.91,4.23
2022-08-12,1,0,25.4,113.3,9.28,684,8.81,9.26
2022-08-12,1,0.5,25.4,114.1,9.34,685,8.82,9.32
2022-08-12,1,0.75,25.4,114.6,9.38,685,8.83,9.49
2022-08-12,1,1,25.4,114.7,9.38,685,8.84,9.34
2022-08-12,1,1.25,25.4,114.8,9.4,685,8.84,9.74
2022-08-12,1,1.5,25.4,114.9,9.4,685,8.84,9.55
2022-08-12,1,1.75,25.4,114.9,9.4,685,8.83,9.75
2022-08-12,1,2,25.4,114.9,9.39,685,8.83,9.81
2022-08-12,1,2.25,25.4,114.6,9.38,685,8.82,9.72
2022-08-12,1,2.5,25.4,111.9,9.16,686,8.8,10.6
2022-08-12,1,2.75,25.4,110.5,9.05,686,8.78,11.11
2022-08-12,1,3,25.4,101,8.27,689,8.52,10.68
2022-08-12,1,3.25,25,45.7,3.75,727,7.44,8.75
2022-08-12,2,0,24.4,105.1,8.71,681,8.85,3.07
2022-08-12,2,0.5,24,67,5.53,697,8.25,5.42
2022-08-12,3,0,24.4,120.5,10.07,708,8.71,NA
2022-08-12,3,0.5,24.4,121,10.08,710,8.71,NA
2022-08-12,3,0.75,24.4,110,9.12,727,8.32,NA
2022-08-12,3,1,23.9,27.8,2.42,913,7.51,NA
2022-08-12,3,1.25,22.9,26.1,2.22,915,7.44,NA
2022-08-12,4,0,24.7,131.4,10.87,685,8.92,5.6
2022-08-12,4,0.5,24.7,120.3,9.93,689,8.83,6.88
2022-08-12,4,0.75,24,52.1,4.12,708,7.87,6.03
2022-08-12,5,0,25.1,103.5,8.52,689,8.8,8.38
2022-08-12,5,0.5,25.1,103.6,8.53,689,8.8,8.2
2022-08-12,5,0.75,25.1,103.6,8.53,689,8.8,8.42
2022-08-12,5,1,25.1,103.5,8.52,689,8.8,8.67
2022-08-12,5,1.25,25.1,103.5,8.52,690,8.8,9.15
2022-08-12,5,1.5,25.1,103.5,8.52,690,8.8,8.71
2022-08-12,5,1.75,25.1,103.4,8.51,690,8.8,9.12
2022-08-12,5,2,25.1,103.3,8.51,689,8.79,8.3
2022-08-12,5,2.25,25.1,103.4,8.52,689,8.79,8.41
2022-08-12,5,2.5,25.1,103.4,8.51,689,8.79,8.91
2022-08-12,6,0,25,88.1,7.27,685,8.96,2.35
2022-08-12,6,0.5,25,88,7.26,685,8.96,2.38
2022-08-12,6,0.75,25,87.5,7.22,685,8.96,2.45
2022-08-12,6,1,25,84.6,6.97,687,8.93,2.62
2022-08-12,6,1.25,25,81.2,6.7,689,8.9,2.76
2022-08-12,7,0,25.3,136.2,11.17,678,9.1,5.3
2022-08-12,7,0.5,25.3,127.1,11.25,679,9.12,5.41
2022-08-12,7,0.75,25.3,137.5,11.28,679,9.12,4.9
2022-08-12,7,1,25.3,140.3,11.46,678,9.13,5.28
2022-08-12,7,1.25,25.2,146.8,12.09,677,9.17,6.01
2022-08-12,8,0,24.3,93.5,7.85,698,8.7,4.47
2022-08-12,8,0.5,24.1,74.6,6.32,707,8.47,4.27
2022-08-12,8,0.75,23.9,51.5,4.27,715,8.13,6.01
2022-08-16,1,0,23.6,105.3,8.91,715,8.73,4.72
2022-08-16,1,0.5,23.6,105.4,8.92,715,8.73,7.29
2022-08-16,1,0.75,23.6,105.5,8.94,715,8.73,8.14
2022-08-16,1,1,23.5,105.6,8.95,714,8.73,8.7
2022-08-16,1,1.25,23.5,105.5,8.95,715,8.73,9.16
2022-08-16,1,1.5,23.4,105.3,8.94,714,8.72,9.16
2022-08-16,1,1.75,23.4,105.1,8.93,714,8.72,9.39
2022-08-16,1,2,23.4,104.9,8.91,714,8.72,9.76
2022-08-16,1,2.25,23.4,103.2,8.78,714,8.71,9.35
2022-08-16,1,2.5,23.3,102.4,8.71,714,8.71,9.19
2022-08-16,1,2.75,23.3,101.6,8.65,714,8.7,10.26
2022-08-16,1,3,23.2,95.1,8.12,715,8.64,9.58
2022-08-16,1,3.25,22.9,53.6,4.63,742,7.9,5.81
2022-08-16,2,0,23.1,108,9.21,710,8.86,5.37
2022-08-16,3,0,23.5,133.9,11.35,746,8.77,5.2
2022-08-16,3,0.5,23.4,132.9,11.29,752,8.73,7.43
2022-08-16,3,0.75,22.8,106.3,9.11,785,8.47,11.62
2022-08-16,3,1,21.5,55.1,4.86,889,7.76,3.97
2022-08-16,3,1.25,21.6,58.4,5.11,877,7.75,4.99
2022-08-16,4,0,23.9,124.3,10.37,714,8.77,4
2022-08-16,4,0.5,23.8,110.5,9.3,717,8.71,5.51
2022-08-16,4,0.75,23.3,52.6,4.5,727,8.16,4.56
2022-08-16,5,0,23.4,101.9,8.65,716,8.69,7.14
2022-08-16,5,0.5,23.4,101.8,8.65,716,8.69,9.25
2022-08-16,5,0.75,23.4,100.8,8.57,716,8.68,10.73
2022-08-16,5,1,23.4,100.5,8.54,716,8.68,10.65
2022-08-16,5,1.25,23.2,97.6,8.32,716,8.66,12.29
2022-08-16,5,1.5,23.2,94.7,8.08,716,8.64,13.31
2022-08-16,5,1.75,23.1,92,7.85,717,8.62,13.87
2022-08-16,5,2,23.1,91.5,7.82,717,8.62,14
2022-08-16,5,2.25,23.1,90.2,7.71,718,8.61,13.47
2022-08-16,5,2.5,23.1,91.4,7.8,717,8.6,13.77
2022-08-16,5,2.75,23.1,90.2,7.76,717,8.62,13.71
2022-08-16,6,0,23.1,148.9,12.73,691,9.3,2.53
2022-08-16,6,0.5,22.9,142,12.18,693,9.25,1.9
2022-08-16,6,0.75,22.8,127.1,10.94,694,9.17,2.03
2022-08-16,6,1,22.7,91.1,7.88,698,9,1.3
2022-08-16,6,1.25,22.2,46.5,4.04,714,8.38,1.49
2022-08-16,7,0,23.4,102.6,8.73,708,8.81,3.2
2022-08-16,7,0.5,23.3,106,9.02,708,8.83,4.84
2022-08-16,7,0.75,23.3,104.7,8.91,708,8.81,3.79
2022-08-16,7,1,23.2,101.5,8.65,708,8.79,4.48
2022-08-16,7,1.25,23.1,99.3,8.49,708,8.78,3.99
2022-08-16,8,0,22.2,98.5,8.57,716,8.65,5.28
2022-08-16,8,0.5,22,83.8,7.32,720,8.49,4.64
2022-08-16,8,0.75,21.9,74.2,6.49,721,8.39,5.48
2022-08-18,1,0,24.2,126.3,10.62,714,8.84,6.63
2022-08-18,1,0.5,24.2,127.3,10.66,713,8.84,7.54
2022-08-18,1,0.75,24.2,127.7,10.69,713,8.83,8.25
2022-08-18,1,1,24.2,127.8,10.71,714,8.83,8.5
2022-08-18,1,1.25,24.1,128,10.78,715,8.82,9.99
2022-08-18,1,1.5,23.9,130.4,10.99,715,8.82,10.35
2022-08-18,1,1.75,23.8,130.8,11.02,714,8.82,10.4
2022-08-18,1,2,23.8,126.4,10.6,715,8.77,10.93
2022-08-18,1,2.25,23.7,116.2,9.82,717,8.72,11.01
2022-08-18,1,2.5,23.6,109.4,9.29,719,8.69,10.61
2022-08-18,1,2.75,23.4,81.6,6.94,744,8.3,8.85
2022-08-18,1,3,23.3,78.3,6.66,755,8.18,8.44
2022-08-18,1,3.25,23.1,64.5,5.46,792,7.89,8.66
2022-08-18,2,0,24.2,104.4,8.74,715,8.83,3.6
2022-08-18,2,0.5,22.9,81.2,7.04,722,8.68,2.86
2022-08-18,3,0,24.9,174.9,14.41,740,8.99,7.18
2022-08-18,3,0.5,24.5,150.7,12.39,749,8.84,23.84
2022-08-18,3,0.75,24.2,115.6,9.64,807,8.46,9.07
2022-08-18,3,1,23.2,80.6,6.83,857,8.12,4.78
2022-08-18,3,1.25,22.6,64.1,5.52,881,7.93,2.82
2022-08-18,4,0,24.9,139.6,11.54,714,8.94,2.83
2022-08-18,4,0.5,24.3,100.1,8.38,721,8.7,2.72
2022-08-18,4,0.75,23.8,52.3,4.36,733,8.18,3.25
2022-08-18,5,0,24.5,126.6,10.55,716,8.86,5.75
2022-08-18,5,0.5,24.4,127,10.59,716,8.85,7.09
2022-08-18,5,0.75,24.4,127.3,10.61,716,8.85,6.34
2022-08-18,5,1,24.4,127.5,10.63,716,8.85,7.4
2022-08-18,5,1.25,24.4,127.6,10.64,716,8.85,7.55
2022-08-18,5,1.5,24.4,127.7,10.66,715,8.85,7.3
2022-08-18,5,1.75,24,127,10.67,714,8.85,10.27
2022-08-18,5,2,23.5,117.2,9.88,714,8.81,10.4
2022-08-18,5,2.25,23.4,111,9.36,715,8.78,10.11
2022-08-18,5,2.5,23.3,106.6,9.06,715,8.77,10.63
2022-08-18,6,0,25.6,187.4,15.14,700,9.36,4.38
2022-08-18,6,0.5,24.2,159.1,13.5,696,9.29,3.09
2022-08-18,6,0.75,23.9,133.1,11.28,698,9.23,1.71
2022-08-18,6,1,23.7,103.4,8.67,709,9.02,1.81
2022-08-18,6,1.25,23.5,62.4,5.2,723,8.73,2.82
2022-08-18,7,0,25.1,149.5,12.32,706,9.06,3.33
2022-08-18,7,0.5,25.1,157.3,12.45,706,9.05,3.23
2022-08-18,7,0.75,25,151.8,12.49,707,9.05,7.71
2022-08-18,7,1,24.9,153,12.69,707,9.05,4.1
2022-08-18,7,1.25,24.6,156.4,12.47,706,9.08,5.32
2022-08-18,7,1.5,24.3,140.7,11.73,707,9.02,5.49
2022-08-18,8,0,25.6,152.2,12.43,719,8.99,6.33
2022-08-18,8,0.5,24.5,140,11.6,720,8.85,7.78
2022-08-18,8,0.75,23.6,54.5,4.58,741,8.05,6.4
2022-09-09,1,0,22.6,117.1,10.11,612,8.85,11.28
2022-09-09,1,0.5,22.6,118.5,10.23,612,8.84,10.81
2022-09-09,1,0.75,22.6,118.6,10.24,612,8.84,11.74
2022-09-09,1,1,22.6,118.6,10.23,612,8.84,11.71
2022-09-09,1,1.25,22.6,118.5,10.24,612,8.84,11.47
2022-09-09,1,1.5,22.6,118.3,10.21,612,8.83,11.95
2022-09-09,1,1.75,22.6,118.2,10.2,612,8.83,11.79
2022-09-09,1,2,22.6,117.2,10.12,613,8.82,12.39
2022-09-09,1,2.25,22.5,113.5,9.82,614,8.79,13.57
2022-09-09,1,2.5,21.9,77,6.75,624,8.45,14.95
2022-09-09,1,2.75,21.6,66.8,5.86,634,8.22,15.83
2022-09-09,1,3,21.4,59.9,5.3,645,8.09,15.75
2022-09-09,1,3.25,21.3,39,3.47,676,7.72,14.91
2022-09-23,1,0,19.7,89.2,8.15,698,8.45,5.95
2022-09-23,1,0.5,19.6,88.7,8.1,698,8.45,8.01
2022-09-23,1,0.75,19.6,88.6,8.1,698,8.46,8.57
2022-09-23,1,1,19.6,88.3,8.07,698,8.46,8.89
2022-09-23,1,1.25,19.6,88.1,8.05,698,8.45,9.25
2022-09-23,1,1.5,19.6,87.6,8,698,8.44,9.24
2022-09-23,1,1.75,19.6,86.9,7.94,698,8.43,9.27
2022-09-23,1,2,19.6,87.1,7.97,698,8.44,9.35
2022-09-23,1,2.25,19.6,86.2,7.89,698,8.43,9.27
2022-09-23,1,2.5,19.6,86.2,7.89,698,8.42,9.2
2022-09-23,1,2.75,19.6,85.4,7.8,697,8.4,9.6
2022-09-23,1,3,19.6,83.6,7.64,697,8.39,9.18
2022-09-23,1,3.25,19.5,82.4,7.54,696,8.35,10.31
2022-10-19,1,0,7.4,94.2,11.31,748,8.28,3.94
2022-10-19,1,0.5,7.4,94.7,11.37,748,8.29,4.45
2022-10-19,1,0.75,7.4,94.8,11.38,748,8.3,8.7
2022-10-19,1,1,7.4,94.9,11.39,748,8.3,7.89
2022-10-19,1,1.25,7.4,94.9,11.4,748,8.3,9.98
2022-10-19,1,1.5,7.4,95,11.4,749,8.31,9.16
2022-10-19,1,1.75,7.4,95,11.4,748,8.31,9
2022-10-19,1,2,7.4,95.1,11.41,748,8.32,8.93
2022-10-19,1,2.25,7.3,95.1,11.42,748,8.32,8.7
2022-10-19,1,2.5,7.3,95.1,11.43,748,8.32,8.92
2022-10-19,1,2.75,7.4,93.8,11.27,747,8.36,8.91
2022-10-19,1,3,7.3,94.8,11.38,748,8.36,8.33
2022-10-19,1,3.25,7.3,95.1,11.43,747,8.36,8.88
2022-10-28,1,0,11.5,107.9,11.74,751,8.5,5.37
2022-10-28,1,0.5,11.4,108.4,11.81,751,8.5,4.23
2022-10-28,1,0.75,11.2,109,11.94,751,8.51,10.22
2022-10-28,1,1,11.1,109,11.96,751,8.51,11.19
2022-10-28,1,1.25,11,108.6,11.95,753,8.49,13.09
2022-10-28,1,1.5,10.9,107.8,11.88,752,8.5,16.01
2022-10-28,1,1.75,10.9,107,11.8,751,8.49,15.37
2022-10-28,1,2,10.8,105.7,11.67,752,8.48,12.9
2022-10-28,1,2.25,10.8,105.4,11.64,752,8.48,12.02
2022-10-28,1,2.5,10.8,104.8,11.58,752,8.47,10.89
2022-10-28,1,2.75,10.8,103.5,11.43,755,8.45,11.14
2022-10-28,1,3,10.8,102.8,11.36,755,8.45,13.19
2022-10-28,1,3.25,10.7,98,10.82,779,8.17,6.12
2022-09-09,2,0,22.6,83.2,7.18,626,8.51,3.33
2022-09-09,2,0.5,21.9,78.3,6.85,643,8.39,4.52
2022-09-23,2,0,19.2,111.3,10.27,693,8.59,5.38
2022-09-23,2,0.5,16.8,96.7,9.33,696,8.5,3.16
2022-10-19,2,0,6.4,104.5,12.84,775,8.42,4.84
2022-10-19,2,0.5,6.3,104.5,12.88,782,8.4,5.42
2022-10-28,2,0,10.8,111.7,12.37,758,8.51,5.2
2022-10-28,2,0.5,10,112.3,12.64,762,8.44,7.04
2022-09-09,3,0,22.8,87.7,6.76,645,8.15,5.64
2022-09-09,3,0.5,22.2,53,4.57,650,7.89,3.91
2022-09-09,3,0.75,22.1,43,3.72,653,7.79,5.51
2022-09-09,3,1,21.8,33.1,2.89,663,7.67,7.51
2022-09-23,3,0,18.6,97.6,9.1,728,8.18,10.28
2022-09-23,3,0.5,18.6,85,7.92,739,8.02,4.58
2022-09-23,3,0.75,18.5,80.6,7.52,755,7.91,5.99
2022-09-23,3,1,18,73.7,6.93,783,7.75,7.21
2022-09-23,3,1.25,16.4,70.6,6.9,842,7.59,2.45
2022-10-19,3,0,7.5,99,11.84,743,8.44,3.14
2022-10-19,3,0.5,7.5,99.6,11.91,743,8.45,3.71
2022-10-19,3,0.75,7.5,99.8,11.94,743,8.45,5.54
2022-10-19,3,1,7.4,100.1,11.99,743,8.46,6.44
2022-10-19,3,1.25,7.5,101.7,12.22,743,8.47,6.29
2022-10-28,3,0,10.4,114.2,12.73,780,8.41,11.6
2022-10-28,3,0.5,10,113.2,12.75,790,8.34,12.34
2022-10-28,3,0.75,9.7,114.2,12.97,795,8.34,8.36
2022-10-28,3,1,9.1,115.2,13.26,1022,7.83,4.37
2022-10-28,3,1.25,9.1,115.8,13.32,1013,7.84,20.03
2022-09-09,4,0,23.9,140.3,11.83,624,8.88,8.01
2022-09-09,4,0.5,22.8,80.2,6.86,640,8.23,6.55
2022-09-09,4,0.75,22.6,44.6,3.83,652,7.84,5.69
2022-09-23,4,0,19.1,86.7,8.01,682,8.3,7.93
2022-09-23,4,0.5,19.2,86.2,7.95,684,8.31,9.1
2022-09-23,4,0.75,18.4,60.5,5.66,696,7.95,7.46
2022-10-19,4,0,8.1,98.4,11.59,762,8.35,5.33
2022-10-19,4,0.5,7.4,97.7,11.76,764,8.36,6.16
2022-10-19,4,0.75,7.1,96.8,11.69,764,8.36,5.89
2022-10-28,4,0,10.8,106.7,11.78,758,8.43,4.22
2022-10-28,4,0.5,10.5,101,11.23,767,8.28,7.23
2022-10-28,4,0.75,10.1,89.7,10.08,778,8.05,3.61
2022-09-09,5,0,22.9,119.5,10.25,612,8.91,9.24
2022-09-09,5,0.5,22.9,119.8,10.27,612,8.9,9.91
2022-09-09,5,0.75,22.9,120,10.29,612,8.9,10.73
2022-09-09,5,1,22.9,120.1,10.3,612,8.9,10.81
2022-09-09,5,1.25,22.9,120.3,10.32,612,8.89,10.5
2022-09-09,5,1.5,22.9,120.2,10.32,612,8.89,10.74
2022-09-09,5,1.75,22.9,119.5,10.25,612,8.89,10.77
2022-09-09,5,2,22.7,105.1,9.06,614,8.79,11.72
2022-09-09,5,2.25,22.3,65.2,5.69,620,8.53,12.39
2022-09-09,5,2.5,22.2,47.2,4.08,626,8.32,13.92
2022-09-23,5,0,19.6,91.9,8.4,683,8.61,10.02
2022-09-23,5,0.5,19.6,91.7,8.38,683,8.61,7.45
2022-09-23,5,0.75,19.6,91.5,8.37,683,8.61,8.56
2022-09-23,5,1,19.6,91.6,8.37,683,8.61,8.28
2022-09-23,5,1.25,19.6,91.6,8.37,683,8.61,8.87
2022-09-23,5,1.5,19.6,91.6,8.37,683,8.61,8.69
2022-09-23,5,1.75,19.6,91.4,8.35,683,8.6,8.79
2022-09-23,5,2,19.6,91.4,8.35,683,8.6,8.59
2022-09-23,5,2.25,19.6,91.3,8.35,683,8.6,8.97
2022-09-23,5,2.5,19.6,90.7,8.3,683,8.59,9.09
2022-10-19,5,0,6.7,95.9,11.72,730,8.4,2.63
2022-10-19,5,0.5,6.7,96.5,11.78,730,8.4,1.96
2022-10-19,5,0.75,6.7,96.7,11.81,730,8.39,4.44
2022-10-19,5,1,6.7,96.8,11.82,730,8.38,4.56
2022-10-19,5,1.25,6.7,96.7,11.81,730,8.38,4.07
2022-10-19,5,1.5,6.7,96.7,11.81,730,8.39,4.61
2022-10-19,5,1.75,6.7,98.6,12.05,729,8.43,5.55
2022-10-19,5,2,6.7,98.3,12.01,729,8.41,16.35
2022-10-19,5,2.25,6.7,97.8,11.93,730,8.4,5.81
2022-10-19,5,2.5,6.7,97.4,11.9,729,8.41,5.39
2022-10-28,5,0,12,107.2,11.58,744,8.53,6.47
2022-10-28,5,0.5,11.6,108.3,11.77,745,8.54,12.13
2022-10-28,5,0.75,11.5,109.1,11.87,744,8.54,13.75
2022-10-28,5,1,11.2,110.4,12.12,743,8.56,11.45
2022-10-28,5,1.25,11.1,111.7,12.27,743,8.58,17.81
2022-10-28,5,1.5,11.1,112.5,12.38,742,8.59,16.68
2022-10-28,5,1.75,11.1,113.6,12.47,743,8.59,15.91
2022-10-28,5,2,10.9,108.6,11.97,744,8.54,32.02
2022-10-28,5,2.25,10.9,109.8,12.12,743,8.56,38.11
2022-10-28,5,2.5,10.9,106.7,11.77,744,8.52,13.32
2022-09-09,6,0,24,123.1,10.35,611,8.98,8.32
2022-09-09,6,0.5,23.7,124.8,10.56,612,9,9.95
2022-09-09,6,0.75,23.3,113.8,9.64,610,8.94,10.17
2022-09-09,6,1,23.2,102.9,8.78,610,8.9,9.6
2022-09-09,6,1.25,23.1,78.2,6.65,618,8.68,7.32
2022-09-23,6,0,18.7,93.8,8.72,692,8.67,4.53
2022-09-23,6,0.5,18.7,93.9,8.75,691,8.7,5.35
2022-09-23,6,0.75,18.7,93.6,8.72,691,8.7,5.17
2022-09-23,6,1,18.6,85,7.93,692,8.64,5.63
2022-09-23,6,1.25,18.6,79.8,7.43,693,8.6,6.2
2022-10-19,6,0,5.7,102.3,12.83,731,8.56,2.14
2022-10-19,6,0.5,5.4,103.4,13.02,733,8.58,5.07
2022-10-19,6,0.75,5.2,97.3,12.34,733,8.54,3.99
2022-10-19,6,1,5.2,96.1,12.2,733,8.52,3.71
2022-10-28,6,0,11.2,117.4,12.89,731,8.7,4.29
2022-10-28,6,0.5,10.7,112.8,12.5,733,8.66,4.83
2022-10-28,6,0.75,10.2,105.7,11.83,734,8.61,3.5
2022-10-28,6,1,9.9,98.7,11.13,734,8.56,2.1
2022-10-28,6,1.25,9.8,96.2,10.87,734,8.54,2.19
2022-09-09,7,0,24.1,135.3,11.36,611,8.96,5.47
2022-09-09,7,0.5,24,131.1,11.01,612,8.93,8
2022-09-09,7,0.75,23.6,120.8,10.22,615,8.85,7.5
2022-09-09,7,1,23.5,116.5,9.91,615,8.82,7.63
2022-09-09,7,1.25,23.3,106.8,9.11,618,8.75,9.67
2022-09-23,7,0,19,101.1,9.37,684,8.68,3.27
2022-09-23,7,0.5,19,101.3,9.38,685,8.7,3.5
2022-09-23,7,0.75,19,101.5,9.39,685,8.7,6.77
2022-09-23,7,1,19,102.4,9.49,685,8.72,7.11
2022-09-23,7,1.25,18.9,101.9,9.5,685,8.7,7.33
2022-10-19,7,0,6.5,98.8,12.13,737,8.42,3.83
2022-10-19,7,0.5,6.5,99.2,12.18,737,8.42,5.3
2022-10-19,7,0.75,6.4,99.4,12.21,737,8.42,6.65
2022-10-19,7,1,6.4,99.6,12.24,738,8.42,5.84
2022-10-19,7,1.25,6.4,99.5,12.24,738,8.42,7.57
2022-10-28,7,0,10.5,114.9,12.79,738,8.61,5.54
2022-10-28,7,0.5,10.4,113.3,12.66,739,8.58,15.01
2022-10-28,7,0.75,10.1,110.2,12.4,740,8.55,12.44
2022-10-28,7,1,10,108.8,12.25,740,8.55,13.96
2022-10-28,7,1.25,9.9,109,12.32,740,8.55,15.42
2022-09-09,8,0,23.3,114.8,9.75,614,8.91,9.88
2022-09-09,8,0.5,23.3,114.8,9.76,614,8.9,11.21
2022-09-09,8,0.75,23.2,106,9.05,616,8.85,11.08
2022-09-23,8,0,18.8,82.2,7.65,700,8.37,6.11
2022-09-23,8,0.5,18.7,81.3,7.57,701,8.35,6.46
2022-09-23,8,0.75,17.6,58,5.5,717,7.85,5.83
2022-10-19,8,0,7,94.3,11.42,739,8.36,3.53
2022-10-19,8,0.5,6.9,94.2,11.43,740,8.34,4.75
2022-10-19,8,0.75,7,93.2,11.3,748,8.18,5.49
2022-10-28,8,0,12.8,108.8,11.49,743,8.51,3.75
2022-10-28,8,0.5,12.4,108.1,11.5,744,8.5,7.96
2022-10-28,8,0.75,11.7,103.8,11.26,751,8.38,3.7
2023-01-23,1,0,1.7,159.3,20.77,825,8.45,11.03
2023-01-23,1,0.5,3.4,164.5,21.87,779,8.48,16.48
2023-01-23,1,0.75,3.9,171.7,22.53,812,8.45,21.11
2023-01-23,1,1,4,173.8,22.72,817,8.44,26.57
2023-01-23,1,1.25,4.2,173.9,22.64,820,8.39,43.77
2023-01-23,1,1.5,4.1,153.1,19.9,839,8.13,45.51
2023-01-23,1,1.75,4,130.1,16.93,856,7.82,45.19
2023-01-23,1,2,4,118.6,15.46,864,7.71,47.08
2023-01-23,1,2.25,4,108.3,14.15,872,7.52,33.24
2023-01-23,1,2.5,4,101.8,13.3,889,7.42,23.1
2023-01-23,1,2.75,4,95.6,12.5,946,7.52,8.34
2023-01-23,1,3,4,95.5,12.46,988,7.5,6.91
2023-01-23,1,3.25,4.3,67.5,8.61,1032,7.26,11.2
2023-02-10,1,0,1.5,153.7,21.64,776,8.61,-0.33
2023-02-10,1,0.5,3.6,149.4,19.77,805,8.41,0.57
2023-02-10,1,0.75,4.4,152.5,19.68,824,8.37,6.17
2023-02-10,1,1,4.7,150.3,19.3,848,8.39,10.8
2023-02-10,1,1.25,4.6,142.5,18.3,868,8.37,22.58
2023-02-10,1,1.5,4.5,126.3,16.18,879,8.18,29.91
2023-02-10,1,1.75,4.4,110.6,14.28,890,8.07,35.66
2023-02-10,1,2,4.4,95.1,12.25,901,7.91,35.43
2023-02-10,1,2.25,4.4,68,8.71,920,7.75,20.08
2023-02-10,1,2.5,4.5,40.6,5.22,956,7.64,8.71
2023-02-10,1,2.75,4.5,41.2,5.32,976,7.66,7.76
2023-02-10,1,3,4.2,43.3,5.63,1018,7.68,9.92
2023-02-10,1,3.25,3.6,79.5,10.58,1151,7.9,6.52
2023-02-17,1,0,1.4,135.5,18.83,689,9.15,14
2023-02-17,1,0.5,4.2,145.5,18.94,830,8.64,11.55
2023-02-17,1,0.75,4.8,148,18.95,855,8.53,18.12
2023-02-17,1,1,5.1,146.2,18.58,867,8.49,28.99
2023-02-17,1,1.25,5.2,141.5,17.93,877,8.38,34.95
2023-02-17,1,1.5,5.3,130.4,16.46,896,8.2,49.19
2023-02-17,1,1.75,5.2,110.6,13.99,911,8.03,56.43
2023-02-17,1,2,5.2,91,11.4,921,7.82,49.2
2023-02-17,1,2.25,4.9,57.7,11.25,945,7.64,33.74
2023-02-17,1,2.5,4.6,62.4,11.97,947,7.6,27.95
2023-02-17,1,2.75,4.1,100.4,13.01,1040,7.82,4.22
2023-02-17,1,3,3.9,94.1,12.31,1159,7.69,0.85
2023-02-17,1,3.25,3.9,103.3,13.52,1243,7.77,1.5
2023-02-17,1,3.5,4,98.9,12.92,1442,7.73,3.5
2023-01-23,2,0,0.6,156.7,22.48,905,8.21,14.01
2023-01-23,2,0.5,1.3,138.7,19.4,1007,7.38,13.22
2023-02-10,2,0,0.6,155.6,22.3,946,8.33,18
2023-02-10,2,0.5,1.2,159.8,22.56,994,8.16,24.25
2023-02-17,2,0,0.7,151.9,21.75,1007,8.17,7.34
2023-02-17,2,0.5,0.7,130.6,18.54,1358,7.88,13
2023-01-23,3,0,1.6,148.7,20.85,700,8.5,15.8
2023-01-23,3,0.5,2.4,161,21.97,797,8.49,24.32
2023-01-23,3,0.75,2.5,161.6,21.91,829,8.42,18.73
2023-01-23,3,1,2,107.2,14.55,1128,7.69,6.03
2023-02-10,3,0,1.6,137.5,19.04,838,8.21,1.46
2023-02-10,3,0.5,2.5,144.4,19.68,816,8.35,5.3
2023-02-10,3,0.75,2.8,144.6,19.56,853,8.29,10.5
2023-02-10,3,1,2.6,130.7,17.63,1027,7.88,3.8
2023-02-10,3,1.25,2.6,118.3,16.02,1271,7.78,4.11
2023-02-17,3,0,1.4,127.1,17.85,887,8.22,15.68
2023-02-17,3,0.5,1.6,128.3,17.86,930,8.16,18.52
2023-02-17,3,0.75,1.3,109.8,15.41,1075,7.84,17.16
2023-02-17,3,1,1,91.1,12.9,1292,7.59,13.45
2023-01-23,4,0,2.3,168.7,23.23,736,8.52,12.51
2023-01-23,4,0.5,3.5,178,23.58,774,8.43,24.44
2023-01-23,4,0.75,3.8,151.3,19.82,789,7.93,18.04
2023-02-10,4,0,2.3,153.3,21.09,800,8.16,-1.87
2023-02-10,4,0.5,3.4,160.6,21.31,788,8.01,5.18
2023-02-10,4,0.75,3.7,156.5,20.58,803,7.89,5.75
2023-02-17,4,0,2.3,142.1,19.45,777,7.7,17.99
2023-02-17,4,0.5,2.9,151.2,20.54,801,7.76,12.87
