sampledate,site,Depth,Temp_C,pH,DO_mgL,DO_perc,Conductivity,dic
2022-08-04,6,1,24.7,9.19,7.09,85.4,681,NA
2022-08-04,6,1.25,24.5,9.14,5.88,70.6,682,NA
2022-08-12,6,0,25,8.96,7.27,88.1,685,NA
2022-08-12,6,0.5,25,8.96,7.26,88,685,NA
2022-08-12,6,0.75,25,8.96,7.22,87.5,685,NA
2022-08-12,6,1,25,8.93,6.97,84.6,687,NA
2022-08-12,6,1.25,25,8.9,6.7,81.2,689,NA
2022-08-16,6,0,23.1,9.3,12.73,148.9,691,NA
2022-08-16,6,0.5,22.9,9.25,12.18,142,693,NA
2022-08-16,6,0.75,22.8,9.17,10.94,127.1,694,NA
2022-08-16,6,1,22.7,9,7.88,91.1,698,NA
2022-08-16,6,1.25,22.2,8.38,4.04,46.5,714,NA
2022-08-18,6,0.5,24.2,9.29,13.5,159.1,696,NA
2022-08-18,6,0.75,23.9,9.23,11.28,133.1,698,NA
2022-08-18,6,1,23.7,9.02,8.67,103.4,709,NA
2022-08-18,6,1.25,23.5,8.73,5.2,62.4,723,NA
2022-09-09,6,0,24,8.98,10.35,123.1,611,NA
2022-09-09,6,0.5,23.7,9,10.56,124.8,612,NA
2022-09-09,6,0.75,23.3,8.94,9.64,113.8,610,NA
2022-09-09,6,1,23.2,8.9,8.78,102.9,610,NA
2022-09-09,6,1.25,23.1,8.68,6.65,78.2,618,NA
2022-09-23,6,0.5,18.7,8.7,8.75,93.9,691,NA
2022-09-23,6,0.75,18.7,8.7,8.72,93.6,691,NA
2022-09-23,6,1,18.6,8.64,7.93,85,692,NA
2022-09-23,6,1.25,18.6,8.6,7.43,79.8,693,NA
2022-10-19,6,0.5,5.4,8.58,13.02,103.4,733,NA
2022-10-19,6,0.75,5.2,8.54,12.34,97.3,733,NA
2022-10-19,6,1,5.2,8.52,12.2,96.1,733,NA
2022-10-28,6,0.5,10.7,8.66,12.5,112.8,733,NA
2022-10-28,6,0.75,10.2,8.61,11.83,105.7,734,NA
2022-10-28,6,1,9.9,8.56,11.13,98.7,734,NA
2022-10-28,6,1.25,9.8,8.54,10.87,96.2,734,NA
2023-01-23,6,0.5,3,8.1,15.5,115.4,782,NA
2023-01-23,6,0.75,3.5,8.01,14.28,107.9,802,NA
2023-01-23,6,1,4,7.73,11.73,90.2,816,NA
2023-01-23,6,1.25,4.3,7.48,8.08,62.6,834,NA
2023-02-10,6,0.5,2.6,7.88,5.4,40,790,NA
2023-02-10,6,0.75,3.6,7.72,2.55,19.7,829,NA
2023-02-10,6,1,3.9,7.64,1.21,9.5,844,NA
2023-02-10,6,1.25,4.2,7.6,0.67,5.4,851,NA
2023-02-17,6,0.5,4.3,7.16,3.38,26,828,NA
2023-02-17,6,0.75,4.6,7.2,2.93,22.8,850,NA
2023-02-17,6,1,4.7,7.26,2.71,21.1,854,NA
2023-03-23,6,0.5,5.8,8.46,14.7,117.9,847,NA
2023-03-23,6,0.75,5.8,8.45,14.75,118.3,847,NA
2023-03-23,6,1,5.8,8.48,14.98,118.5,849,NA
2023-03-23,6,1.25,5.7,8.47,15,119,849,NA
2023-03-28,6,0.5,6.6,8.21,14.52,119,843,NA
2023-03-28,6,0.75,6.6,8.19,14.65,118.9,845,NA
2023-03-28,6,1,6,8.2,15.55,124.9,841,NA
2023-03-28,6,1.25,6,8.2,16.07,128.6,842,NA
2023-04-07,6,0.5,8.2,8.28,11.72,99.7,833,NA
2023-04-07,6,0.75,8.1,8.26,11.83,100.2,835,NA
2023-04-07,6,1,8.1,8.28,11.89,100.5,838,NA
2023-04-07,6,1.25,7.8,8.31,12.46,104.9,842,NA
2023-04-27,6,0,10.7,8.52,12.72,114.5,865,NA
2023-04-27,6,0.5,10.5,8.38,12.77,114.8,865,NA
2023-04-27,6,0.75,10.5,8.36,12.79,115,864,NA
2023-04-27,6,1,10.5,8.34,12.82,115.2,864,NA
2023-04-27,6,1.25,10.5,8.34,12.91,116.1,864,NA
2023-05-04,6,0.5,12.1,8.44,11.6,108.1,871,NA
2023-05-04,6,0.75,12.1,8.07,11.61,108.2,871,NA
2023-05-04,6,1,12.1,8.05,11.62,108.3,871,NA
2023-05-04,6,1.25,12.1,8.02,11.63,108.5,871,NA
2023-05-17,6,0.5,18.3,7.88,11.22,119.2,860,NA
2023-05-17,6,0.75,18,7.87,11.29,119.6,860,NA
2023-05-17,6,1,17.9,7.87,11.43,120.7,859,NA
2023-05-17,6,1.25,17.9,7.57,11.64,123.1,859,NA
2022-06-06,7,0,20.8,8.68,11.67,130.7,791,NA
2022-06-06,7,0.5,20.8,8.68,11.92,133.3,791,NA
2022-06-06,7,0.75,20.8,8.68,11.98,134.2,790,NA
2022-06-06,7,1,20.8,8.69,12.15,136,790,NA
2022-06-06,7,1.25,20.5,8.74,13.2,147,782,NA
2022-06-06,7,1.5,20.3,8.66,11.59,127.4,783,NA
2022-06-09,7,0,20.5,8.63,11.08,123.3,779,NA
2022-06-09,7,0.5,20.5,8.62,11.11,123.7,779,NA
2022-06-09,7,0.75,20.5,8.63,11.18,124.4,779,NA
2022-06-09,7,1,20.5,8.63,11.25,125.2,779,NA
2022-06-09,7,1.25,20.5,8.64,11.36,126.3,778,NA
2022-06-09,7,1.5,20.5,8.65,11.7,130.2,777,NA
2022-06-09,7,1.75,20.4,8.83,13.57,150.2,765,NA
2022-06-09,7,2,19.1,8.81,14.1,152.5,751,NA
2022-06-13,7,0.5,21.1,8.62,10.86,122.4,785,NA
2022-06-13,7,0.75,20.9,8.65,11.39,127.8,785,NA
2022-06-13,7,1,20.7,8.67,11.6,129.7,782,NA
2022-06-13,7,1.25,20.6,8.64,11.11,123.8,782,NA
2022-06-13,7,1.5,20.6,8.65,11.25,125.5,781,NA
2022-06-13,7,1.75,20.5,8.69,12.03,134,782,NA
2022-06-17,7,0,24.2,8.74,10.16,121.3,765,NA
2022-06-17,7,0.5,24.2,8.74,10.19,121.7,765,NA
2022-06-17,7,0.75,24.2,8.74,10.25,122.5,765,NA
2022-06-17,7,1,24.2,8.74,10.32,123.3,765,NA
2022-06-17,7,1.25,24.2,8.75,10.59,126.5,765,NA
2022-06-17,7,1.5,24.1,8.76,10.91,130.2,766,NA
2022-06-17,7,1.75,24,8.77,11.18,133.1,767,NA
2022-06-17,7,2,24,8.76,11.13,132.5,768,NA
2022-06-20,7,0.5,25.6,9.02,16.51,202.1,710,NA
2022-06-20,7,0.75,24.9,9.07,17.6,212.7,706,NA
2022-06-20,7,1,24.5,8.96,16.41,197.2,709,NA
2022-06-23,7,0,27.1,8.9,12.59,158.6,724,NA
2022-06-23,7,0.5,27,8.89,12.8,160.3,726,NA
2022-06-23,7,0.75,26.5,8.92,13.59,169.4,725,NA
2022-06-23,7,1,26.4,8.94,14.01,174.3,723,NA
2022-06-23,7,1.25,26.3,8.92,13.62,169.3,724,NA
2022-06-28,7,0.5,24.9,8.9,12.4,150.3,736,NA
2022-06-28,7,0.75,24.9,8.92,12.98,157.2,734,NA
2022-06-28,7,1,24.6,8.93,13.1,157.8,732,NA
2022-06-28,7,1.25,24.3,8.89,12.76,152.6,730,NA
2022-06-28,7,1.5,23.9,8.83,11.68,138.6,734,NA
2022-07-01,7,0,25.5,8.95,12.34,151.1,718,NA
2022-07-01,7,0.5,25.6,8.94,12.25,150.1,718,NA
2022-07-01,7,0.75,25.5,8.96,12.57,153.8,720,NA
2022-07-01,7,1,25.5,8.96,12.66,154.8,720,NA
2022-07-01,7,1.25,25.4,8.97,12.89,157.6,720,NA
2022-07-01,7,1.5,25.4,8.76,11.08,135.5,731,NA
2022-07-05,7,0,25.8,9.03,12.65,156.2,717,NA
2022-07-05,7,0.5,25.9,9.04,13.05,160.1,717,NA
2022-07-05,7,0.75,25.6,9.05,13.13,160.8,716,NA
2022-07-05,7,1,25.6,9.06,13.33,163.3,716,NA
2022-07-05,7,1.25,25.5,9.06,13.06,159.6,714,NA
2022-07-07,7,0.5,25.9,9.21,12.44,153.1,695,NA
2022-07-07,7,0.75,25.9,9.21,12.47,153.9,695,NA
2022-07-07,7,1,25.9,9.23,12.85,157.9,694,NA
2022-07-07,7,1.25,25.9,9.24,12.94,158.9,693,NA
2022-07-07,7,1.5,25.8,9.24,12.91,158.5,692,NA
2022-07-07,7,1.75,25.7,9.24,12.92,158.4,692,NA
2022-07-07,7,2,25.5,9.21,12.61,155,692,NA
2022-07-11,7,0,25.1,9.11,11.65,141.5,699,NA
2022-07-11,7,0.5,25.1,9.12,12.03,146,700,NA
2022-07-11,7,0.75,25,9.13,12.18,147.8,700,NA
2022-07-11,7,1,25,9.13,12.3,149.2,700,NA
2022-07-13,7,0,26.3,9.2,13.55,168.2,704,NA
2022-07-13,7,0.5,26.4,9.2,13.74,170.8,704,NA
2022-07-13,7,0.75,26.3,9.19,13.84,171.8,705,NA
2022-07-13,7,1,25.7,9.13,13.79,169.5,709,NA
2022-07-13,7,1.25,25.3,9.1,13.59,165.8,712,NA
2022-07-13,7,1.5,25.1,9.03,12.8,155.7,714,NA
2022-07-18,7,0,26.6,9.17,13.6,169.8,693,NA
2022-07-18,7,0.5,26.5,9.2,14.06,175.2,692,NA
2022-07-18,7,0.75,26.4,9.23,14.86,184.3,689,NA
2022-07-18,7,1,26.3,9.21,14.45,179.3,689,NA
2022-07-21,7,0.5,25.8,9.02,10.89,134,706,NA
2022-07-21,7,0.75,25.7,9.03,10.95,134.5,705,NA
2022-07-21,7,1,25.6,9.03,11.15,136.8,704,NA
2022-07-21,7,1.25,25.6,9.01,10.64,130.3,704,NA
2022-07-25,7,0,25.5,8.94,8.72,106.7,701,NA
2022-07-25,7,0.5,25.5,8.94,8.76,107.3,701,NA
2022-07-25,7,0.75,25.5,8.96,9.09,111.3,700,NA
2022-07-25,7,1,25.5,9.01,10.24,125.4,699,NA
2022-07-28,7,0.5,26.1,9.18,11.95,147.7,701,NA
2022-07-28,7,0.75,26.1,9.18,12.17,150.3,701,NA
2022-08-02,7,0,25.7,9.04,11.45,140.5,699,NA
2022-08-02,7,0.5,25.7,9.05,11.64,142.8,699,NA
2022-08-02,7,0.75,25.6,9.08,12.3,150.7,697,NA
2022-08-02,7,1,25.5,9.07,12.38,151.5,696,NA
2022-08-02,7,1.25,25.4,9.04,10.65,129.4,697,NA
2022-08-04,7,0,26.5,9.06,10.62,132.4,697,NA
2022-08-04,7,0.5,26.4,9.04,10.36,128.8,697,NA
2022-08-04,7,0.75,26.1,9,10.04,124.2,699,NA
2022-08-04,7,1,25.9,8.97,9.78,120.4,701,NA
2022-08-04,7,1.25,25.3,8.81,7.91,96.4,707,NA
2022-08-12,7,0,25.3,9.1,11.17,136.2,678,NA
2022-08-12,7,0.5,25.3,9.12,11.25,127.1,679,NA
2022-08-12,7,0.75,25.3,9.12,11.28,137.5,679,NA
2022-08-12,7,1,25.3,9.13,11.46,140.3,678,NA
2022-08-12,7,1.25,25.2,9.17,12.09,146.8,677,NA
2022-08-16,7,0,23.4,8.81,8.73,102.6,708,NA
2022-08-16,7,0.5,23.3,8.83,9.02,106,708,NA
2022-08-16,7,0.75,23.3,8.81,8.91,104.7,708,NA
2022-08-16,7,1,23.2,8.79,8.65,101.5,708,NA
2022-08-16,7,1.25,23.1,8.78,8.49,99.3,708,NA
2022-08-18,7,0.5,25.1,9.05,12.45,157.3,706,NA
2022-08-18,7,0.75,25,9.05,12.49,151.8,707,NA
2022-08-18,7,1,24.9,9.05,12.69,153,707,NA
2022-08-18,7,1.25,24.6,9.08,12.47,156.4,706,NA
2022-08-18,7,1.5,24.3,9.02,11.73,140.7,707,NA
2022-09-09,7,0,24.1,8.96,11.36,135.3,611,NA
2022-09-09,7,0.5,24,8.93,11.01,131.1,612,NA
2022-09-09,7,0.75,23.6,8.85,10.22,120.8,615,NA
2022-09-09,7,1,23.5,8.82,9.91,116.5,615,NA
2022-09-09,7,1.25,23.3,8.75,9.11,106.8,618,NA
2022-09-23,7,0.5,19,8.7,9.38,101.3,685,NA
2022-09-23,7,0.75,19,8.7,9.39,101.5,685,NA
2022-09-23,7,1,19,8.72,9.49,102.4,685,NA
2022-09-23,7,1.25,18.9,8.7,9.5,101.9,685,NA
2022-10-19,7,0.5,6.5,8.42,12.18,99.2,737,NA
2022-10-19,7,0.75,6.4,8.42,12.21,99.4,737,NA
2022-10-19,7,1,6.4,8.42,12.24,99.6,738,NA
2022-10-19,7,1.25,6.4,8.42,12.24,99.5,738,NA
2022-10-28,7,0.5,10.4,8.58,12.66,113.3,739,NA
2022-10-28,7,0.75,10.1,8.55,12.4,110.2,740,NA
2022-10-28,7,1,10,8.55,12.25,108.8,740,NA
2022-10-28,7,1.25,9.9,8.55,12.32,109,740,NA
2023-01-23,7,0.5,2.5,8.45,19.78,145.1,785,NA
2023-01-23,7,0.75,3,8.4,19.22,143.5,805,NA
2023-01-23,7,1,3.3,8.34,18.51,139.5,809,NA
2023-01-23,7,1.25,3.7,8.23,17.59,133.8,819,NA
2023-01-23,7,1.5,3.8,8.03,15.63,118.8,834,NA
2023-02-10,7,0.5,2,7.76,13.15,95.4,806,NA
2023-02-10,7,0.75,3.4,7.5,8.85,67,834,NA
2023-02-10,7,1,3.7,7.47,7.1,54.1,837,NA
2023-02-10,7,1.25,3.8,7.52,7.25,55.1,847,NA
2023-02-17,7,0.5,2.8,7.36,8.1,60.4,822,NA
2023-02-17,7,0.75,3.8,7.29,7.55,57.6,834,NA
2023-02-17,7,1,4.4,7.25,7.69,59.4,847,NA
2023-02-17,7,1.25,4.5,7.25,7.89,61.1,857,NA
2023-03-23,7,0.5,5.5,8.4,14,114.8,869,NA
2023-03-23,7,0.75,5.5,8.4,14.14,114.9,869,NA
2023-03-23,7,1,5.5,8.41,14.52,115.5,869,NA
2023-03-23,7,1.25,5.5,8.41,14.5,115.5,869,NA
2023-03-28,7,0.5,6.6,8.26,14.56,119,838,NA
2023-03-28,7,0.75,6.6,8.2,14.56,119.1,834,NA
2023-03-28,7,1,6.6,8.11,14.6,119.2,834,NA
2023-03-28,7,1.25,6.5,8.1,14.64,119.3,834,NA
2023-04-07,7,0.5,7.4,8.33,12.99,108.4,834,NA
2023-04-07,7,0.75,7.4,8.31,13,108.5,835,NA
2023-04-07,7,1,7.4,8.3,13.01,108.6,835,NA
2023-04-07,7,1.25,7.2,8.3,13.06,108.5,839,NA
2023-04-27,7,0,10.8,8.43,12.94,116.3,866,NA
2023-04-27,7,0.5,10.7,8.34,12.02,108.4,866,NA
2023-04-27,7,0.75,10.7,8.33,12.04,108.6,866,NA
2023-04-27,7,1,10.6,8.32,12.2,109.9,866,NA
2023-04-27,7,1.25,10.5,8.33,12.42,111.9,865,NA
2023-05-04,7,0.5,12.4,8.96,12.38,116,870,NA
2023-05-04,7,0.75,12.2,8.03,12.4,116,869,NA
2023-05-04,7,1,12.2,8.02,12.33,116.1,870,NA
2023-05-04,7,1.25,12.2,8.01,12.5,115.6,868,NA
2023-05-17,7,0.5,18.2,7.99,12.43,132.2,855,NA
2023-05-17,7,0.75,18.2,7.96,12.53,133.1,855,NA
2023-05-17,7,1,18,7.93,12.46,131.7,855,NA
2023-05-17,7,1.25,17.4,7.88,11.91,124.6,858,NA
2022-06-06,8,0,21,8.68,11.07,124.1,776,NA
2022-06-06,8,0.5,20.8,8.61,10.93,122.4,776,NA
2022-06-09,8,0,20.5,8.52,9.35,104.2,792,NA
2022-06-09,8,0.5,20.3,8.56,9.73,108.2,791,NA
2022-06-09,8,0.75,20.1,8.64,10.77,118.5,783,NA
2022-06-09,8,1,19.5,8.73,13.49,147.2,771,NA
2022-06-09,8,1.25,19.2,8.68,11.63,126.4,770,NA
2022-06-09,8,1.5,19.2,8.44,9.5,101.4,777,NA
2022-06-13,8,0.5,20.4,8.69,11.3,125.5,763,NA
2022-06-17,8,0,25.2,8.77,11.56,140.7,743,NA
2022-06-17,8,0.5,25.1,9.78,12.3,149.3,745,NA
2022-06-17,8,0.75,25.1,8.78,12.89,156.2,748,NA
2022-06-20,8,0.5,26,8.84,13.57,166.7,742,NA
2022-06-20,8,0.75,25.1,8.94,14.08,170.7,734,NA
2022-06-23,8,0,27.9,8.86,11.89,151.7,738,NA
2022-06-23,8,0.5,27.4,8.85,13.16,166.3,737,NA
2022-06-23,8,0.75,26.5,8.89,14.27,177.4,727,NA
2022-06-23,8,1.5,23.6,8.91,11.74,138.7,719,NA
2022-06-28,8,1,26.2,8.86,14.18,175.7,727,NA
2022-07-01,8,0,25.2,8.85,9.43,114.8,732,NA
2022-07-01,8,0.5,25.2,8.86,9.45,115,732,NA
2022-07-01,8,0.75,25.2,8.86,9.46,115.2,731,NA
2022-07-01,8,1,25.2,8.87,9.52,116,731,NA
2022-07-05,8,0,26.2,8.81,8.55,105.9,726,NA
2022-07-05,8,0.5,25.6,8.78,7.98,97.5,727,NA
2022-07-05,8,0.75,25.2,8.73,7.67,93.5,727,NA
2022-07-07,8,0.5,25.9,9.02,10.53,129.6,698,NA
2022-07-07,8,0.75,25.7,9,10.58,129.6,699,NA
2022-07-11,8,0,23.9,8.62,6.91,82.1,727,NA
2022-07-11,8,0.5,23.9,8.63,6.9,82,727,NA
2022-07-11,8,0.75,24,8.62,6.9,82.1,728,NA
2022-07-13,8,0.5,26,9.12,15.53,191.4,715,NA
2022-07-18,8,0,25.6,8.87,11.56,141.2,710,NA
2022-07-18,8,0.5,24.9,8.92,12.35,149.4,706,NA
2022-07-21,8,0.5,25.2,8.76,8.39,102.3,718,NA
2022-07-21,8,0.75,25.2,8.76,7.9,95.9,718,NA
2022-07-25,8,0,24.8,8.62,7.16,86.6,706,NA
2022-07-25,8,0.5,24.7,8.48,6.35,76.7,708,NA
2022-07-28,8,0.5,25.5,8.95,10.22,125,709,NA
2022-07-28,8,0.75,25.4,8.94,10.17,123.5,710,NA
2022-08-02,8,0,24.9,8.72,7.98,96.5,713,NA
2022-08-02,8,0.5,24.7,8.67,7.46,90,715,NA
2022-08-04,8,0,26.6,8.87,9.68,120.9,713,NA
2022-08-04,8,0.5,26.3,8.91,10.43,129.8,712,NA
2022-08-12,8,0,24.3,8.7,7.85,93.5,698,NA
2022-08-12,8,0.5,24.1,8.47,6.32,74.6,707,NA
2022-08-12,8,0.75,23.9,8.13,4.27,51.5,715,NA
2022-08-16,8,0,22.2,8.65,8.57,98.5,716,NA
2022-08-16,8,0.5,22,8.49,7.32,83.8,720,NA
2022-08-16,8,0.75,21.9,8.39,6.49,74.2,721,NA
2022-08-18,8,0.5,24.5,8.85,11.6,140,720,NA
2022-08-18,8,0.75,23.6,8.05,4.58,54.5,741,NA
2022-09-09,8,0,23.3,8.91,9.75,114.8,614,NA
2022-09-09,8,0.5,23.3,8.9,9.76,114.8,614,NA
2022-09-09,8,0.75,23.2,8.85,9.05,106,616,NA
2022-09-23,8,0.5,18.7,8.35,7.57,81.3,701,NA
2022-09-23,8,0.75,17.6,7.85,5.5,58,717,NA
2022-10-19,8,0.5,6.9,8.34,11.43,94.2,740,NA
2022-10-19,8,0.75,7,8.18,11.3,93.2,748,NA
2022-10-28,8,0.5,12.4,8.5,11.5,108.1,744,NA
2022-10-28,8,0.75,11.7,8.38,11.26,103.8,751,NA
2023-01-23,8,0.5,3.9,8,17.42,132.8,746,NA
2023-01-23,8,0.75,4.6,7.99,15.73,122.4,778,NA
2023-02-10,8,0.5,3.4,8.05,16.04,120.7,796,NA
2023-02-10,8,0.75,4.8,7.65,9.85,77.1,825,NA
2023-02-17,8,0.5,4,7.33,13.95,106.6,783,NA
2023-02-17,8,0.75,4.9,7.22,7.69,60.7,838,NA
2023-03-23,8,0.5,6.9,8.44,16.34,134,925,NA
2023-03-23,8,0.75,6.8,8.53,17.68,143.6,921,NA
2023-03-28,8,0.5,7.3,8.59,15.97,132.7,828,NA
2023-03-28,8,0.75,7.3,8.46,16.32,135.7,828,NA
2023-04-07,8,0.5,9.1,8.57,14.57,126.5,815,NA
2023-04-07,8,0.75,9.1,8.54,14.69,127.6,815,NA
2023-04-27,8,0,11.7,8.54,13.24,122.3,864,NA
2023-04-27,8,0.5,11.7,8.48,13.24,122.5,863,NA
2023-04-27,8,0.75,11.7,8.45,13.23,122.4,863,NA
2023-05-04,8,0.5,12,8.27,12.36,124.3,873,NA
2023-05-04,8,0.75,12.1,8.2,13.8,131.1,872,NA
2023-05-17,8,0.5,18.3,8.26,16.11,171.6,831,NA
2023-05-17,8,0.75,18.5,8.21,17.07,190.5,832,NA
